,Status,Levels,Rooms,Materials,Engagement,labels,source
3735,livable temporarily displaced,no,3 rooms,windows,public adjuster,FS,fireplace
3736,livable temporarily displaced,no,3 rooms,exterior structure,no,CCC,fireplace
3737,livable temporarily displaced,no,3 rooms,exterior structure,contractor,FS,fireplace
3738,livable temporarily displaced,no,3 rooms,exterior structure,attorney,FS,fireplace
3739,livable temporarily displaced,no,3 rooms,exterior structure,public adjuster,FS,fireplace
3740,livable temporarily displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,fireplace
3741,livable temporarily displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,fireplace
3742,livable temporarily displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,fireplace
3743,livable temporarily displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,fireplace
3744,livable temporarily displaced,no,4 rooms,no,no,CCC,fireplace
3745,livable temporarily displaced,no,4 rooms,no,contractor,FS,fireplace
3746,livable temporarily displaced,no,4 rooms,no,attorney,FS,fireplace
3747,livable temporarily displaced,no,4 rooms,no,public adjuster,FS,fireplace
3748,livable temporarily displaced,no,4 rooms,floors,no,CCC,fireplace
3749,livable temporarily displaced,no,4 rooms,floors,contractor,FS,fireplace
3750,livable temporarily displaced,no,4 rooms,floors,attorney,FS,fireplace
3751,livable temporarily displaced,no,4 rooms,floors,public adjuster,FS,fireplace
3752,livable temporarily displaced,no,4 rooms,walls,no,CCC,fireplace
3753,livable temporarily displaced,no,4 rooms,walls,contractor,FS,fireplace
3754,livable temporarily displaced,no,4 rooms,walls,attorney,FS,fireplace
3755,livable temporarily displaced,no,4 rooms,walls,public adjuster,FS,fireplace
3756,livable temporarily displaced,no,4 rooms,ceiling,no,CCC,fireplace
3757,livable temporarily displaced,no,4 rooms,ceiling,contractor,FS,fireplace
3758,livable temporarily displaced,no,4 rooms,ceiling,attorney,FS,fireplace
3759,livable temporarily displaced,no,4 rooms,ceiling,public adjuster,FS,fireplace
3760,livable temporarily displaced,no,4 rooms,cabinets,no,CCC,fireplace
3761,livable temporarily displaced,no,4 rooms,cabinets,contractor,FS,fireplace
3762,livable temporarily displaced,no,4 rooms,cabinets,attorney,FS,fireplace
3763,livable temporarily displaced,no,4 rooms,cabinets,public adjuster,FS,fireplace
3764,livable temporarily displaced,no,4 rooms,contents (personal belongings),no,CCC,fireplace
3765,livable temporarily displaced,no,4 rooms,contents (personal belongings),contractor,FS,fireplace
3766,livable temporarily displaced,no,4 rooms,contents (personal belongings),attorney,FS,fireplace
3767,livable temporarily displaced,no,4 rooms,contents (personal belongings),public adjuster,FS,fireplace
3768,livable temporarily displaced,no,4 rooms,roof,no,CCC,fireplace
3769,livable temporarily displaced,no,4 rooms,roof,contractor,FS,fireplace
3770,livable temporarily displaced,no,4 rooms,roof,attorney,FS,fireplace
3771,livable temporarily displaced,no,4 rooms,roof,public adjuster,FS,fireplace
3772,livable temporarily displaced,no,4 rooms,siding,no,CCC,fireplace
3773,livable temporarily displaced,no,4 rooms,siding,contractor,FS,fireplace
3774,livable temporarily displaced,no,4 rooms,siding,attorney,FS,fireplace
3775,livable temporarily displaced,no,4 rooms,siding,public adjuster,FS,fireplace
3776,livable temporarily displaced,no,4 rooms,hardscapes / fence,no,CCC,fireplace
3777,livable temporarily displaced,no,4 rooms,hardscapes / fence,contractor,FS,fireplace
3778,livable temporarily displaced,no,4 rooms,hardscapes / fence,attorney,FS,fireplace
3779,livable temporarily displaced,no,4 rooms,hardscapes / fence,public adjuster,FS,fireplace
3780,livable temporarily displaced,no,4 rooms,windows,no,CCC,fireplace
3781,livable temporarily displaced,no,4 rooms,windows,contractor,FS,fireplace
3782,livable temporarily displaced,no,4 rooms,windows,attorney,FS,fireplace
3783,livable temporarily displaced,no,4 rooms,windows,public adjuster,FS,fireplace
3784,livable temporarily displaced,no,4 rooms,exterior structure,no,CCC,fireplace
3785,livable temporarily displaced,no,4 rooms,exterior structure,contractor,FS,fireplace
3786,livable temporarily displaced,no,4 rooms,exterior structure,attorney,FS,fireplace
3787,livable temporarily displaced,no,4 rooms,exterior structure,public adjuster,FS,fireplace
3788,livable temporarily displaced,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,fireplace
3789,livable temporarily displaced,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,fireplace
3790,livable temporarily displaced,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,fireplace
3791,livable temporarily displaced,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,fireplace
3792,livable temporarily displaced,no,5 or more rooms,no,no,CCC,fireplace
3793,livable temporarily displaced,no,5 or more rooms,no,contractor,FS,fireplace
3794,livable temporarily displaced,no,5 or more rooms,no,attorney,FS,fireplace
3795,livable temporarily displaced,no,5 or more rooms,no,public adjuster,FS,fireplace
3796,livable temporarily displaced,no,5 or more rooms,floors,no,CCC,fireplace
3797,livable temporarily displaced,no,5 or more rooms,floors,contractor,FS,fireplace
3798,livable temporarily displaced,no,5 or more rooms,floors,attorney,FS,fireplace
3799,livable temporarily displaced,no,5 or more rooms,floors,public adjuster,FS,fireplace
3800,livable temporarily displaced,no,5 or more rooms,walls,no,CCC,fireplace
3801,livable temporarily displaced,no,5 or more rooms,walls,contractor,FS,fireplace
3802,livable temporarily displaced,no,5 or more rooms,walls,attorney,FS,fireplace
3803,livable temporarily displaced,no,5 or more rooms,walls,public adjuster,FS,fireplace
3804,livable temporarily displaced,no,5 or more rooms,ceiling,no,CCC,fireplace
3805,livable temporarily displaced,no,5 or more rooms,ceiling,contractor,FS,fireplace
3806,livable temporarily displaced,no,5 or more rooms,ceiling,attorney,FS,fireplace
3807,livable temporarily displaced,no,5 or more rooms,ceiling,public adjuster,FS,fireplace
3808,livable temporarily displaced,no,5 or more rooms,cabinets,no,CCC,fireplace
3809,livable temporarily displaced,no,5 or more rooms,cabinets,contractor,FS,fireplace
3810,livable temporarily displaced,no,5 or more rooms,cabinets,attorney,FS,fireplace
3811,livable temporarily displaced,no,5 or more rooms,cabinets,public adjuster,FS,fireplace
3812,livable temporarily displaced,no,5 or more rooms,contents (personal belongings),no,CCC,fireplace
3813,livable temporarily displaced,no,5 or more rooms,contents (personal belongings),contractor,FS,fireplace
3814,livable temporarily displaced,no,5 or more rooms,contents (personal belongings),attorney,FS,fireplace
3815,livable temporarily displaced,no,5 or more rooms,contents (personal belongings),public adjuster,FS,fireplace
3816,livable temporarily displaced,no,5 or more rooms,roof,no,CCC,fireplace
3817,livable temporarily displaced,no,5 or more rooms,roof,contractor,FS,fireplace
3818,livable temporarily displaced,no,5 or more rooms,roof,attorney,FS,fireplace
3819,livable temporarily displaced,no,5 or more rooms,roof,public adjuster,FS,fireplace
3820,livable temporarily displaced,no,5 or more rooms,siding,no,CCC,fireplace
3821,livable temporarily displaced,no,5 or more rooms,siding,contractor,FS,fireplace
3822,livable temporarily displaced,no,5 or more rooms,siding,attorney,FS,fireplace
3823,livable temporarily displaced,no,5 or more rooms,siding,public adjuster,FS,fireplace
3824,livable temporarily displaced,no,5 or more rooms,hardscapes / fence,no,CCC,fireplace
3825,livable temporarily displaced,no,5 or more rooms,hardscapes / fence,contractor,FS,fireplace
3826,livable temporarily displaced,no,5 or more rooms,hardscapes / fence,attorney,FS,fireplace
3827,livable temporarily displaced,no,5 or more rooms,hardscapes / fence,public adjuster,FS,fireplace
3828,livable temporarily displaced,no,5 or more rooms,windows,no,CCC,fireplace
3829,livable temporarily displaced,no,5 or more rooms,windows,contractor,FS,fireplace
3830,livable temporarily displaced,no,5 or more rooms,windows,attorney,FS,fireplace
3831,livable temporarily displaced,no,5 or more rooms,windows,public adjuster,FS,fireplace
3832,livable temporarily displaced,no,5 or more rooms,exterior structure,no,CCC,fireplace
3833,livable temporarily displaced,no,5 or more rooms,exterior structure,contractor,FS,fireplace
3834,livable temporarily displaced,no,5 or more rooms,exterior structure,attorney,FS,fireplace
3835,livable temporarily displaced,no,5 or more rooms,exterior structure,public adjuster,FS,fireplace
3836,livable temporarily displaced,no,5 or more rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,fireplace
3837,livable temporarily displaced,no,5 or more rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,fireplace
3838,livable temporarily displaced,no,5 or more rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,fireplace
3839,livable temporarily displaced,no,5 or more rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,fireplace
3840,unlivable displaced,no,no,no,no,CCC,fireplace
3841,unlivable displaced,no,no,no,contractor,FS,fireplace
3842,unlivable displaced,no,no,no,attorney,FS,fireplace
3843,unlivable displaced,no,no,no,public adjuster,FS,fireplace
3844,unlivable displaced,no,no,floors,no,CCC,fireplace
3845,unlivable displaced,no,no,floors,contractor,FS,fireplace
3846,unlivable displaced,no,no,floors,attorney,FS,fireplace
3847,unlivable displaced,no,no,floors,public adjuster,FS,fireplace
3848,unlivable displaced,no,no,walls,no,CCC,fireplace
3849,unlivable displaced,no,no,walls,contractor,FS,fireplace
3850,unlivable displaced,no,no,walls,attorney,FS,fireplace
3851,unlivable displaced,no,no,walls,public adjuster,FS,fireplace
3852,unlivable displaced,no,no,ceiling,no,CCC,fireplace
3853,unlivable displaced,no,no,ceiling,contractor,FS,fireplace
3854,unlivable displaced,no,no,ceiling,attorney,FS,fireplace
3855,unlivable displaced,no,no,ceiling,public adjuster,FS,fireplace
3856,unlivable displaced,no,no,cabinets,no,CCC,fireplace
3857,unlivable displaced,no,no,cabinets,contractor,FS,fireplace
3858,unlivable displaced,no,no,cabinets,attorney,FS,fireplace
3859,unlivable displaced,no,no,cabinets,public adjuster,FS,fireplace
3860,unlivable displaced,no,no,contents (personal belongings),no,CCC,fireplace
3861,unlivable displaced,no,no,contents (personal belongings),contractor,FS,fireplace
3862,unlivable displaced,no,no,contents (personal belongings),attorney,FS,fireplace
3863,unlivable displaced,no,no,contents (personal belongings),public adjuster,FS,fireplace
3864,unlivable displaced,no,no,roof,no,CCC,fireplace
3865,unlivable displaced,no,no,roof,contractor,FS,fireplace
3866,unlivable displaced,no,no,roof,attorney,FS,fireplace
3867,unlivable displaced,no,no,roof,public adjuster,FS,fireplace
3868,unlivable displaced,no,no,siding,no,CCC,fireplace
3869,unlivable displaced,no,no,siding,contractor,FS,fireplace
3870,unlivable displaced,no,no,siding,attorney,FS,fireplace
3871,unlivable displaced,no,no,siding,public adjuster,FS,fireplace
3872,unlivable displaced,no,no,hardscapes / fence,no,CCC,fireplace
3873,unlivable displaced,no,no,hardscapes / fence,contractor,FS,fireplace
3874,unlivable displaced,no,no,hardscapes / fence,attorney,FS,fireplace
3875,unlivable displaced,no,no,hardscapes / fence,public adjuster,FS,fireplace
3876,unlivable displaced,no,no,windows,no,CCC,fireplace
3877,unlivable displaced,no,no,windows,contractor,FS,fireplace
3878,unlivable displaced,no,no,windows,attorney,FS,fireplace
3879,unlivable displaced,no,no,windows,public adjuster,FS,fireplace
3880,unlivable displaced,no,no,exterior structure,no,CCC,fireplace
3881,unlivable displaced,no,no,exterior structure,contractor,FS,fireplace
3882,unlivable displaced,no,no,exterior structure,attorney,FS,fireplace
3883,unlivable displaced,no,no,exterior structure,public adjuster,FS,fireplace
3884,unlivable displaced,no,no,"exterior contents (grill, patio furniture, etc.)",no,CCC,fireplace
3885,unlivable displaced,no,no,"exterior contents (grill, patio furniture, etc.)",contractor,FS,fireplace
3886,unlivable displaced,no,no,"exterior contents (grill, patio furniture, etc.)",attorney,FS,fireplace
3887,unlivable displaced,no,no,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,fireplace
3888,unlivable displaced,no,1-2 rooms,no,no,CCC,fireplace
3889,unlivable displaced,no,1-2 rooms,no,contractor,FS,fireplace
3890,unlivable displaced,no,1-2 rooms,no,attorney,FS,fireplace
3891,unlivable displaced,no,1-2 rooms,no,public adjuster,FS,fireplace
3892,unlivable displaced,no,1-2 rooms,floors,no,CCC,fireplace
3893,unlivable displaced,no,1-2 rooms,floors,contractor,FS,fireplace
3894,unlivable displaced,no,1-2 rooms,floors,attorney,FS,fireplace
3895,unlivable displaced,no,1-2 rooms,floors,public adjuster,FS,fireplace
3896,unlivable displaced,no,1-2 rooms,walls,no,CCC,fireplace
3897,unlivable displaced,no,1-2 rooms,walls,contractor,FS,fireplace
3898,unlivable displaced,no,1-2 rooms,walls,attorney,FS,fireplace
3899,unlivable displaced,no,1-2 rooms,walls,public adjuster,FS,fireplace
3900,unlivable displaced,no,1-2 rooms,ceiling,no,CCC,fireplace
3901,unlivable displaced,no,1-2 rooms,ceiling,contractor,FS,fireplace
3902,unlivable displaced,no,1-2 rooms,ceiling,attorney,FS,fireplace
3903,unlivable displaced,no,1-2 rooms,ceiling,public adjuster,FS,fireplace
3904,unlivable displaced,no,1-2 rooms,cabinets,no,CCC,fireplace
3905,unlivable displaced,no,1-2 rooms,cabinets,contractor,FS,fireplace
3906,unlivable displaced,no,1-2 rooms,cabinets,attorney,FS,fireplace
3907,unlivable displaced,no,1-2 rooms,cabinets,public adjuster,FS,fireplace
3908,unlivable displaced,no,1-2 rooms,contents (personal belongings),no,CCC,fireplace
3909,unlivable displaced,no,1-2 rooms,contents (personal belongings),contractor,FS,fireplace
3910,unlivable displaced,no,1-2 rooms,contents (personal belongings),attorney,FS,fireplace
